ride_pk,ride_id,customer_id,driver_id,booking_status,date,time,pickup_location,drop_location,ride_distance,booking_value,payment_method,customer_rating,avg_vtat_tratado,avg_ctat_tratado
862,""CNR6830353"",""CID9470650"",7,Completed,2024-11-21,00:00:13,Karkarduma,"Connaught Place",26.65,116.00,UPI,5,6.20,22.70
863,""CNR7853278"",""CID5735140"",4,Completed,2024-01-04,00:00:21,"Adarsh Nagar",Chhatarpur,43.07,822.00,Cash,5,9.00,42.60
864,""CNR7582563"",""CID3253580"",13,Incomplete,2024-06-27,00:00:11,Manesar,"Aya Nagar",10.75,859.00,"Uber Wallet",0,5.70,26.30
865,""CNR3011900"",""CID3543348"",8,"No Driver Found",2024-05-11,00:00:19,Mundka,Indirapuram,0.00,0.00,"Não informado",0,8.49,29.14
866,""CNR7757647"",""CID2322190"",8,"Cancelled by Driver",2024-04-01,00:00:17,Vaishali,"Palam Vihar",0.00,0.00,"Não informado",0,9.80,29.14
867,""CNR2454128"",""CID7437817"",8,"Cancelled by Driver",2024-03-19,00:00:10,"Gwal Pahari","Pragati Maidan",0.00,0.00,"Não informado",0,7.90,29.14
868,""CNR2835469"",""CID5414240"",12,"Cancelled by Driver",2024-02-28,00:00:17,"INA Market","Anand Vihar ISBT",0.00,0.00,"Não informado",0,11.70,29.14
869,""CNR4660448"",""CID4787728"",7,Completed,2024-09-16,00:00:07,"Old Gurgaon",Shahdara,19.57,1149.00,Cash,4,7.60,21.50
870,""CNR2181948"",""CID8304340"",3,Completed,2024-05-16,00:00:12,"IGI Airport","Udyog Bhawan",42.06,213.00,UPI,5,5.80,23.00
871,""CNR3242595"",""CID3390496"",6,Completed,2024-08-12,00:00:18,"Hauz Khas","India Gate",31.41,135.00,UPI,4,2.90,28.80
872,""CNR5225897"",""CID2289109"",27,Completed,2024-11-13,00:00:12,"GTB Nagar","Ramesh Nagar",23.03,606.00,Cash,5,6.70,36.90
873,""CNR8485525"",""CID3386400"",7,Completed,2024-11-09,00:00:18,Panipat,Seelampur,19.91,1167.00,Cash,5,10.80,21.50
874,""CNR6591899"",""CID7709961"",4,Completed,2024-05-27,00:00:01,"Kirti Nagar","Botanical Garden",34.89,341.00,"Uber Wallet",5,8.70,19.80
875,""CNR1918185"",""CID3329113"",21,Completed,2024-11-11,00:00:17,"IMT Manesar","Subhash Nagar",49.23,693.00,"Credit Card",5,8.10,20.20
876,""CNR6083000"",""CID6880325"",17,Completed,2024-01-26,00:00:07,"Mansarovar Park","Malviya Nagar",3.18,327.00,UPI,5,12.10,15.20
877,""CNR4409680"",""CID7806785"",6,Completed,2024-08-31,00:00:16,"Udyog Bhawan","Chandni Chowk",12.76,268.00,UPI,5,12.20,25.00
878,""CNR8888446"",""CID4564685"",7,Completed,2024-11-09,00:00:13,"Keshav Puram","Uttam Nagar",20.30,187.00,Cash,4,13.90,31.80
879,""CNR8702299"",""CID3726780"",8,Incomplete,2024-08-29,00:00:16,"Lajpat Nagar",Pitampura,4.60,112.00,UPI,0,4.80,28.00
880,""CNR1347218"",""CID2714982"",23,Completed,2024-10-16,00:00:16,Indirapuram,"Satguru Ram Singh Marg",23.28,536.00,"Credit Card",5,2.30,15.30
881,""CNR8751630"",""CID6701309"",13,"Cancelled by Driver",2024-09-22,00:00:17,"Noida Sector 18","Green Park",0.00,0.00,"Não informado",0,10.00,29.14
882,""CNR3359078"",""CID9059706"",7,Completed,2024-08-21,00:00:18,"New Delhi Railway Station","Gurgaon Sector 56",36.23,820.00,Cash,5,2.20,16.50
883,""CNR9492527"",""CID9116359"",9,Completed,2024-08-14,00:00:10,"Central Secretariat","Cyber Hub",24.20,191.00,"Credit Card",5,10.30,16.90
884,""CNR4639859"",""CID4052856"",21,Completed,2024-08-23,00:00:14,"Saket A Block","Adarsh Nagar",8.28,329.00,"Debit Card",5,13.00,16.20
885,""CNR9095375"",""CID3382507"",17,Completed,2024-06-30,00:00:20,Badarpur,"Jama Masjid",29.75,456.00,UPI,4,8.90,30.10
886,""CNR4374938"",""CID6260372"",10,Completed,2024-10-19,00:00:11,"Gurgaon Sector 56","Sohna Road",43.55,137.00,UPI,5,6.10,25.50
887,""CNR9848189"",""CID4174741"",12,"Cancelled by Customer",2024-08-04,00:00:17,Jhilmil,Badarpur,0.00,0.00,"Não informado",0,5.80,29.14
888,""CNR8659466"",""CID9420538"",7,Completed,2024-08-02,00:00:18,"Palam Vihar","Karol Bagh",9.54,959.00,UPI,3,12.30,27.20
889,""CNR8715264"",""CID8960211"",8,"Cancelled by Customer",2024-07-23,00:00:13,Indirapuram,"Karol Bagh",0.00,0.00,"Não informado",0,11.30,29.14
890,""CNR9935747"",""CID6375103"",15,"No Driver Found",2024-01-08,00:00:21,"Pragati Maidan","Gwal Pahari",0.00,0.00,"Não informado",0,8.49,29.14
891,""CNR8685135"",""CID2643458"",6,Completed,2024-10-02,00:00:08,Panipat,Narsinghpur,15.62,55.00,Cash,4,7.10,31.90
892,""CNR4974285"",""CID2169140"",7,Completed,2024-05-24,00:00:17,Paharganj,"Rajiv Chowk",9.18,236.00,UPI,5,5.10,34.80
893,""CNR7308560"",""CID9045762"",15,"Cancelled by Driver",2024-03-14,00:00:13,"Cyber Hub",Inderlok,0.00,0.00,"Não informado",0,5.80,29.14
894,""CNR7351111"",""CID9729883"",2,Incomplete,2024-01-20,00:00:18,"Dilshad Garden",Ashram,4.99,147.00,UPI,0,8.10,17.80
895,""CNR6977914"",""CID9574283"",24,Completed,2024-10-03,00:00:09,"Barakhamba Road",Vaishali,44.94,351.00,Cash,4,10.90,20.80
896,""CNR3025545"",""CID3749271"",8,"Cancelled by Driver",2024-05-29,00:00:18,Pulbangash,"Maidan Garhi",0.00,0.00,"Não informado",0,3.10,29.14
897,""CNR1878243"",""CID3914821"",6,Completed,2024-06-28,00:00:15,Meerut,"Punjabi Bagh",17.72,153.00,Cash,4,3.40,40.30
898,""CNR2811416"",""CID3489874"",23,Completed,2024-06-10,00:00:22,"Saket A Block",Ghaziabad,8.14,458.00,UPI,4,13.50,22.10
899,""CNR5002456"",""CID2958474"",15,"Cancelled by Driver",2024-03-26,00:00:03,"Chandni Chowk","Noida Extension",0.00,0.00,"Não informado",0,11.20,29.14
900,""CNR3147660"",""CID4161249"",8,"Cancelled by Driver",2024-06-27,00:00:08,"Chandni Chowk","Hauz Khas",0.00,0.00,"Não informado",0,6.30,29.14
901,""CNR2412286"",""CID1349136"",2,"Cancelled by Customer",2024-02-25,00:00:19,"Greater Noida","Udyog Vihar",0.00,0.00,"Não informado",0,13.90,29.14
902,""CNR3807454"",""CID3957434"",20,Completed,2024-03-29,00:00:10,"Greater Noida","Ashok Park Main",34.42,216.00,UPI,5,6.20,33.90
903,""CNR9517668"",""CID1867642"",15,"No Driver Found",2024-04-05,00:00:22,"New Colony","Botanical Garden",0.00,0.00,"Não informado",0,8.49,29.14
904,""CNR2193483"",""CID5673861"",10,Completed,2024-01-10,00:00:20,"Subhash Chowk","Sohna Road",19.11,405.00,"Debit Card",4,7.60,44.80
905,""CNR6361535"",""CID9286934"",15,"Cancelled by Customer",2024-10-10,00:00:23,Kaushambi,"Khan Market",0.00,0.00,"Não informado",0,9.60,29.14
906,""CNR5695370"",""CID6755589"",15,"Cancelled by Customer",2024-10-06,00:00:22,Narsinghpur,Vaishali,0.00,0.00,"Não informado",0,6.80,29.14
907,""CNR6409248"",""CID9647825"",23,Completed,2024-12-21,00:00:12,Saket,Narsinghpur,8.69,97.00,Cash,4,11.10,39.60
908,""CNR1196310"",""CID1163068"",2,Incomplete,2024-10-21,00:00:08,Peeragarhi,"Udyog Vihar",17.60,630.00,Cash,0,8.10,16.70
909,""CNR6740582"",""CID3832892"",21,Completed,2024-06-04,00:00:19,Bahadurgarh,Pitampura,35.07,387.00,UPI,4,6.30,35.30
910,""CNR6083410"",""CID9355857"",7,Completed,2024-09-17,00:00:11,Moolchand,Bhiwadi,8.78,358.00,UPI,5,3.30,21.70
911,""CNR7955907"",""CID2029974"",15,Incomplete,2024-11-10,00:00:05,"Vasant Kunj","Pragati Maidan",8.98,327.00,UPI,0,7.30,27.30
912,""CNR2111563"",""CID2449130"",10,Completed,2024-06-07,00:00:22,Narsinghpur,ITO,45.62,784.00,UPI,5,2.10,38.60
913,""CNR4906527"",""CID6052473"",8,"No Driver Found",2024-07-17,00:00:16,"Pragati Maidan","Satguru Ram Singh Marg",0.00,0.00,"Não informado",0,8.49,29.14
914,""CNR7390528"",""CID5008221"",10,Completed,2024-11-17,00:00:14,"Ardee City","Golf Course Road",31.91,314.00,Cash,4,8.60,16.60
915,""CNR8364035"",""CID3533057"",11,Completed,2024-02-08,00:00:13,"Punjabi Bagh","New Colony",12.66,802.00,"Uber Wallet",5,5.00,17.70
916,""CNR7174639"",""CID7557390"",10,Completed,2024-08-15,00:00:17,"Kashmere Gate","Gwal Pahari",35.30,746.00,Cash,4,4.00,24.60
917,""CNR1560310"",""CID5422444"",9,Completed,2024-07-13,00:00:09,"Vatika Chowk","Sadar Bazar Gurgaon",23.92,605.00,UPI,5,4.70,38.60
918,""CNR3970240"",""CID7374279"",2,"Cancelled by Driver",2024-07-30,00:00:14,"Netaji Subhash Place","Botanical Garden",0.00,0.00,"Não informado",0,11.10,29.14
919,""CNR4382741"",""CID3149458"",17,Completed,2024-07-02,00:00:09,Ghaziabad,Sonipat,18.37,1531.00,"Uber Wallet",4,2.90,32.50
920,""CNR7797231"",""CID3367527"",10,Completed,2024-05-06,00:00:18,"Rohini West","Jor Bagh",31.47,343.00,"Debit Card",5,6.60,19.60
921,""CNR6386320"",""CID4239191"",13,"Cancelled by Customer",2024-11-16,00:00:08,AIIMS,"Rajouri Garden",0.00,0.00,"Não informado",0,16.50,29.14
922,""CNR8619672"",""CID7624742"",5,Completed,2024-11-05,00:00:07,Panipat,"Raj Nagar Extension",27.43,76.00,UPI,5,5.00,29.40
923,""CNR1193379"",""CID5222740"",1,"Cancelled by Driver",2024-06-12,00:00:20,Kadarpur,"Dwarka Sector 21",0.00,0.00,"Não informado",0,11.80,29.14
924,""CNR5958696"",""CID7514435"",22,Completed,2024-04-15,00:00:08,Madipur,Manesar,29.03,213.00,"Uber Wallet",5,14.30,42.90
925,""CNR8183883"",""CID1604632"",21,Completed,2024-04-16,00:00:15,"Shastri Park","Ashok Park Main",20.90,171.00,Cash,4,11.80,26.50
926,""CNR6271647"",""CID5857943"",7,Completed,2024-04-09,00:00:12,"Dilshad Garden","IFFCO Chowk",40.01,422.00,UPI,4,2.60,43.90
927,""CNR3368097"",""CID5342876"",15,Incomplete,2024-11-08,00:00:19,"Cyber Hub","Noida Extension",8.06,119.00,Cash,0,6.80,23.80
928,""CNR2405692"",""CID5235850"",10,Completed,2024-06-23,00:00:15,"Lajpat Nagar","Lok Kalyan Marg",30.08,659.00,"Debit Card",4,5.00,15.10
929,""CNR4504689"",""CID8860496"",15,Incomplete,2024-03-10,00:00:22,"Kashmere Gate ISBT","Nirman Vihar",11.31,1247.00,"Debit Card",0,8.30,20.20
930,""CNR4090518"",""CID1745153"",2,"Cancelled by Driver",2024-12-16,00:00:19,Ghitorni,Jahangirpuri,0.00,0.00,"Não informado",0,10.40,29.14
931,""CNR3597186"",""CID3819273"",6,Completed,2024-01-09,00:00:22,Panipat,"Tagore Garden",43.33,279.00,UPI,5,10.50,38.90
932,""CNR2988566"",""CID9899554"",7,Completed,2024-07-13,00:00:20,Moolchand,"Gurgaon Sector 56",23.65,2908.00,"Debit Card",5,11.50,22.50
933,""CNR8387259"",""CID4297352"",8,Incomplete,2024-02-25,00:00:21,AIIMS,"Vasant Kunj",12.81,447.00,"Uber Wallet",0,3.20,14.10
934,""CNR2199158"",""CID4756285"",10,Completed,2024-06-27,00:00:14,"Mayur Vihar","Samaypur Badli",40.97,726.00,Cash,5,4.80,30.90
935,""CNR2950889"",""CID4523333"",6,Completed,2024-09-10,00:00:21,Okhla,Shahdara,23.39,54.00,Cash,5,10.40,44.90
936,""CNR8911870"",""CID4250474"",16,Completed,2024-02-07,00:00:18,Pulbangash,"Karol Bagh",46.44,321.00,Cash,3,7.50,20.80
937,""CNR7798385"",""CID2099999"",15,"Cancelled by Customer",2024-07-11,00:00:08,Paharganj,"Barakhamba Road",0.00,0.00,"Não informado",0,15.90,29.14
938,""CNR4758907"",""CID5407822"",13,"Cancelled by Customer",2024-08-02,00:00:12,"Sarojini Nagar","Noida Sector 62",0.00,0.00,"Não informado",0,7.30,29.14
939,""CNR6911961"",""CID7777597"",8,Incomplete,2024-08-30,00:00:10,"Subhash Nagar",Narsinghpur,3.25,874.00,"Uber Wallet",0,9.90,19.60
940,""CNR6601381"",""CID5826087"",18,"Cancelled by Driver",2024-09-25,00:00:00,"Raj Nagar Extension","Hero Honda Chowk",0.00,0.00,"Não informado",0,5.50,29.14
941,""CNR4915259"",""CID4919793"",21,Completed,2024-07-22,00:00:18,"Paschim Vihar","Kherki Daula Toll",43.79,790.00,UPI,5,7.50,21.30
942,""CNR2926411"",""CID6427273"",12,"Cancelled by Driver",2024-03-31,00:00:01,"Jor Bagh","New Delhi Railway Station",0.00,0.00,"Não informado",0,9.80,29.14
943,""CNR9738358"",""CID6472958"",12,"Cancelled by Driver",2024-05-19,00:00:20,"Hauz Rani","Yamuna Bank",0.00,0.00,"Não informado",0,8.70,29.14
944,""CNR5391386"",""CID9881299"",21,Completed,2024-10-18,00:00:08,"Dilshad Garden","Faridabad Sector 15",32.82,56.00,"Credit Card",5,14.80,27.00
945,""CNR8622026"",""CID4863126"",21,Completed,2024-04-22,00:00:17,Karkarduma,"Tagore Garden",19.82,889.00,"Debit Card",4,10.30,29.20
946,""CNR7540549"",""CID9241944"",6,Completed,2024-11-04,00:00:17,"Faridabad Sector 15",Peeragarhi,40.00,722.00,Cash,5,4.10,37.80
947,""CNR5857020"",""CID1401158"",7,Completed,2024-09-03,00:00:06,"Qutub Minar",Welcome,40.66,175.00,UPI,5,13.90,30.30
948,""CNR5942508"",""CID5005415"",9,Completed,2024-03-29,00:00:06,"Sushant Lok","Civil Lines Gurgaon",10.89,539.00,UPI,4,7.90,16.30
949,""CNR3628651"",""CID6075253"",1,"Cancelled by Driver",2024-01-02,00:00:19,"DLF City Court","Lok Kalyan Marg",0.00,0.00,"Não informado",0,4.10,29.14
950,""CNR5382573"",""CID7132603"",1,"No Driver Found",2024-02-08,00:00:06,"Dwarka Sector 21","Rajiv Chowk",0.00,0.00,"Não informado",0,8.49,29.14
951,""CNR9229961"",""CID1690186"",7,Completed,2024-10-17,00:00:15,"Dwarka Sector 21",Govindpuri,41.40,822.00,UPI,4,11.80,43.60
952,""CNR8921876"",""CID8068764"",21,Completed,2024-06-04,00:00:15,"Gwal Pahari",Pitampura,34.71,298.00,"Credit Card",4,7.20,32.00
953,""CNR1354470"",""CID4531973"",6,Completed,2024-06-20,00:00:05,Indirapuram,"Chandni Chowk",34.68,812.00,UPI,4,2.10,41.80
954,""CNR4787896"",""CID6467433"",6,Completed,2024-03-02,00:00:11,Tughlakabad,"New Colony",26.32,761.00,UPI,4,2.40,24.80
955,""CNR5177584"",""CID5247355"",1,"Cancelled by Customer",2024-04-15,00:00:19,"Sarojini Nagar","RK Puram",0.00,0.00,"Não informado",0,11.50,29.14
956,""CNR2878238"",""CID2218993"",20,Completed,2024-04-26,00:00:13,"Vasant Kunj","Huda City Centre",13.50,313.00,UPI,5,11.80,32.10
957,""CNR8890665"",""CID5429192"",8,"No Driver Found",2024-03-18,00:00:14,"Noida Extension",Okhla,0.00,0.00,"Não informado",0,8.49,29.14
958,""CNR1524669"",""CID9328632"",18,"Cancelled by Customer",2024-03-22,00:00:17,Okhla,"INA Market",0.00,0.00,"Não informado",0,7.40,29.14
959,""CNR1885399"",""CID7934398"",7,Completed,2024-02-29,00:00:17,"Rajiv Chowk",Welcome,11.82,217.00,Cash,3,10.80,29.20
960,""CNR4501662"",""CID2152677"",13,"Cancelled by Driver",2024-12-22,00:00:07,"Noida Film City",Ghitorni,0.00,0.00,"Não informado",0,11.10,29.14
961,""CNR7595996"",""CID4054315"",15,"Cancelled by Customer",2024-02-25,00:00:15,Vinobapuri,"Mansarovar Park",0.00,0.00,"Não informado",0,8.70,29.14
962,""CNR7170245"",""CID9437617"",10,Completed,2024-10-17,00:00:16,"Civil Lines Gurgaon","Vatika Chowk",12.70,811.00,UPI,4,4.60,29.40
963,""CNR5714550"",""CID8197961"",6,Completed,2024-01-29,00:00:18,Ghaziabad,"Sohna Road",25.71,438.00,"Credit Card",5,10.60,40.20
964,""CNR3474101"",""CID4158599"",13,Incomplete,2024-01-08,00:00:19,"Tilak Nagar","Botanical Garden",1.24,682.00,Cash,0,4.60,14.00
965,""CNR5177240"",""CID6440222"",6,Completed,2024-06-06,00:00:15,"Punjabi Bagh","Khan Market",6.61,294.00,"Credit Card",5,10.50,28.70
966,""CNR4620177"",""CID1972533"",2,"No Driver Found",2024-01-20,00:00:10,"Pragati Maidan",Manesar,0.00,0.00,"Não informado",0,8.49,29.14
967,""CNR8954114"",""CID4264123"",3,Completed,2024-08-05,00:00:10,"Rohini West","Gurgaon Railway Station",12.56,272.00,Cash,5,5.20,36.90
968,""CNR1599721"",""CID3810535"",12,Incomplete,2024-03-26,00:00:05,"Shastri Park",Tughlakabad,5.42,401.00,UPI,0,4.00,25.60
969,""CNR2647125"",""CID9641231"",2,Incomplete,2024-09-01,00:00:00,"Delhi Gate",Saket,8.12,114.00,UPI,0,8.80,20.60
970,""CNR4236741"",""CID3176600"",4,Completed,2024-02-25,00:00:10,"Model Town",Rithala,2.73,173.00,UPI,5,5.40,44.30
971,""CNR7720053"",""CID8466729"",14,Completed,2024-11-24,00:00:20,Indraprastha,"Shastri Nagar",36.00,145.00,UPI,5,6.70,44.80
972,""CNR5478940"",""CID1749983"",9,Completed,2024-07-29,00:00:18,"Delhi Gate","Greater Noida",38.16,252.00,UPI,4,4.50,40.00
973,""CNR2883744"",""CID4582446"",15,Incomplete,2024-07-10,00:00:12,"Paschim Vihar","Mandi House",8.06,118.00,"Debit Card",0,2.90,28.20
974,""CNR8737998"",""CID6183084"",5,Completed,2024-01-05,00:00:11,"IIT Delhi","Kherki Daula Toll",4.15,74.00,"Uber Wallet",4,13.20,17.00
975,""CNR2054702"",""CID2980558"",27,Completed,2024-02-01,00:00:14,"Netaji Subhash Place","Gurgaon Sector 29",16.70,944.00,UPI,4,5.10,30.10
976,""CNR1015058"",""CID1066576"",6,Completed,2024-02-04,00:00:22,"Rohini East",Kaushambi,18.83,758.00,Cash,4,14.10,37.70
977,""CNR9262720"",""CID6906507"",7,Completed,2024-11-08,00:00:15,Ashram,AIIMS,49.95,57.00,Cash,5,13.90,41.60
978,""CNR3847275"",""CID8460871"",6,Completed,2024-09-09,00:00:18,Indirapuram,Indraprastha,20.92,130.00,UPI,5,5.70,38.50
979,""CNR2741467"",""CID5243272"",12,"Cancelled by Driver",2024-12-16,00:00:18,Sikanderpur,Kaushambi,0.00,0.00,"Não informado",0,10.70,29.14
980,""CNR6939092"",""CID7646791"",13,"Cancelled by Driver",2024-04-12,00:00:22,Vinobapuri,"Udyog Vihar",0.00,0.00,"Não informado",0,3.80,29.14
981,""CNR4976636"",""CID6816039"",16,Completed,2024-08-11,00:00:22,Khandsa,"Karol Bagh",19.56,795.00,UPI,4,14.00,36.20
982,""CNR9553310"",""CID7931768"",21,Completed,2024-10-18,00:00:07,"Hero Honda Chowk","Yamuna Bank",41.14,304.00,Cash,4,10.30,20.40
983,""CNR7410537"",""CID7983370"",7,Completed,2024-02-18,00:00:05,Pitampura,"Ardee City",2.84,147.00,"Uber Wallet",5,14.70,23.20
984,""CNR6994684"",""CID1555665"",15,"Cancelled by Driver",2024-07-30,00:00:15,"Pragati Maidan","Vidhan Sabha",0.00,0.00,"Não informado",0,6.70,29.14
985,""CNR3762567"",""CID3108623"",6,Completed,2024-02-16,00:00:14,AIIMS,"Paschim Vihar",16.41,215.00,UPI,4,4.80,28.40
986,""CNR2538590"",""CID9363567"",8,Incomplete,2024-11-09,00:00:12,"Basai Dhankot",Indirapuram,18.11,210.00,"Credit Card",0,7.00,16.10
987,""CNR2613398"",""CID2116488"",5,Completed,2024-01-16,00:00:13,"Uttam Nagar",Chanakyapuri,33.14,315.00,"Debit Card",4,4.10,31.80
988,""CNR8355495"",""CID7308464"",12,"Cancelled by Driver",2024-02-28,00:00:09,"Anand Vihar ISBT",Ghaziabad,0.00,0.00,"Não informado",0,4.30,29.14
989,""CNR8228318"",""CID2317986"",13,"Cancelled by Customer",2024-03-29,00:00:14,Akshardham,"Preet Vihar",0.00,0.00,"Não informado",0,9.50,29.14
990,""CNR5250100"",""CID8476687"",12,"Cancelled by Driver",2024-07-11,00:00:09,"IMT Manesar","Anand Vihar",0.00,0.00,"Não informado",0,7.80,29.14
991,""CNR8899931"",""CID7188742"",7,Completed,2024-08-22,00:00:17,Bahadurgarh,Govindpuri,41.78,737.00,UPI,4,12.00,37.80
992,""CNR9984524"",""CID2343499"",4,Completed,2024-08-18,00:00:17,"Netaji Subhash Place","Noida Extension",8.55,109.00,UPI,5,5.00,44.30
993,""CNR9503919"",""CID5828260"",15,"Cancelled by Customer",2024-10-27,00:00:17,"Ardee City","Connaught Place",0.00,0.00,"Não informado",0,14.00,29.14
994,""CNR2589191"",""CID8552101"",6,Completed,2024-01-01,00:00:18,Jahangirpuri,Saket,38.69,142.00,"Uber Wallet",5,3.80,20.10
995,""CNR6334509"",""CID7221694"",7,Completed,2024-05-21,00:00:10,"Keshav Puram","Sushant Lok",28.51,415.00,UPI,5,7.30,16.60
996,""CNR9466363"",""CID8934229"",10,Completed,2024-09-21,00:00:07,Ghaziabad,Bahadurgarh,49.00,329.00,UPI,5,8.70,28.50
997,""CNR9331328"",""CID6226450"",6,Completed,2024-02-29,00:00:20,"Kashmere Gate ISBT",Narsinghpur,15.82,960.00,UPI,4,4.50,16.20
998,""CNR4717846"",""CID7881372"",3,Completed,2024-07-22,00:00:11,"Central Secretariat","Rajiv Chowk",46.75,227.00,UPI,4,4.40,28.10
999,""CNR6805743"",""CID9861963"",2,"Cancelled by Customer",2024-06-23,00:00:13,Saidulajab,Kalkaji,0.00,0.00,"Não informado",0,19.60,29.14
1000,""CNR3465275"",""CID1611625"",22,Completed,2024-06-05,00:00:13,"Basai Dhankot",Karkarduma,17.94,450.00,Cash,4,5.00,42.00
